transaction_id,payer_party_id,payee_party_id,amount,currency,timestamp,is_fraud,fraud_score
38,562418,141729,8560.94,JPY,2025-06-05 00:20:36.557451,False,10.73
39,301108,510893,1183.6,USD,2024-09-30 05:27:01.244185,False,4.16
40,802344,562958,6159.85,GBP,2024-11-17 10:09:44.855365,False,18.69
41,725418,512461,144.93,USD,2024-07-21 10:06:14.969802,False,3.54
42,328532,237268,963.71,EUR,2024-07-05 20:59:33.431327,True,77.39
43,665978,225295,3030.18,JPY,2025-01-03 21:26:10.759062,False,33.36
44,823236,703047,6196.98,GBP,2024-12-07 20:51:20.270946,False,46.03
45,255538,630171,8860.81,CAD,2024-04-20 03:32:22.444100,False,39.95
46,823563,978433,623.89,CAD,2024-07-11 18:04:20.745822,False,18.01
47,363028,703269,8814.86,EUR,2023-09-16 12:16:46.756883,False,12.13
48,512461,346636,6226.8,CAD,2024-03-08 11:36:58.476622,False,16.52
49,353168,749920,8199.78,GBP,2025-01-26 19:41:23.528707,False,15.46
50,750415,408448,8399.39,CAD,2025-07-12 17:22:30.838948,False,2.46
51,965973,985973,840.63,JPY,2024-06-29 17:41:32.117984,False,11.38
52,960784,278450,552.33,GBP,2024-06-14 11:33:54.314285,True,77.03
53,533753,301108,7877.46,USD,2023-11-10 03:09:08.588497,False,22.66
54,646843,385804,2880.18,GBP,2024-12-11 19:04:19.864043,False,26.34
55,102023,992416,8870.14,JPY,2025-05-06 02:17:35.620510,False,23.79
56,596587,568764,2499.59,JPY,2023-09-12 11:08:46.044349,False,14.2
57,733490,839134,5087.77,CAD,2024-11-11 08:57:01.621850,False,34.53
58,781209,606263,8276.15,USD,2023-12-27 04:32:53.684124,False,38.63
59,525664,957297,5778.01,JPY,2023-11-03 08:29:59.696211,False,0.52
60,609870,866257,2765.32,USD,2024-11-24 02:03:19.931913,False,42.56
61,237268,843873,2281.21,GBP,2024-02-21 07:12:15.956009,False,16.89
62,823236,217105,9571.41,JPY,2023-09-24 16:07:47.284024,False,28.17
63,167072,302361,8146.25,EUR,2025-01-10 02:29:34.697668,False,22.9
64,950421,161769,6108.45,EUR,2025-04-24 12:27:43.100198,False,16.6
65,627694,176588,2311.32,JPY,2024-09-26 02:06:51.578253,False,38.35
66,120400,549361,6905.9,CAD,2025-02-06 15:19:08.549798,False,2.87
67,681619,846270,3265.69,USD,2024-12-12 20:34:34.558174,False,0.62
68,142537,647640,5227.33,JPY,2024-08-23 03:15:05.015155,False,7.6
69,589266,631998,4890.52,EUR,2024-06-24 05:40:55.892688,False,2.09
70,278072,142263,5538.75,CAD,2024-09-04 20:40:29.736482,False,23.66
71,664709,233335,4992.7,USD,2024-02-15 07:05:56.696963,False,35.38
72,199234,648138,603.53,USD,2023-07-31 06:22:29.572021,False,18.26
73,785346,178476,5885.63,EUR,2024-11-07 00:49:56.137633,False,0.21
74,757216,251434,9718.34,JPY,2025-05-14 22:27:31.143730,False,25.07
75,176588,522606,5932.31,CAD,2024-04-09 09:48:43.316902,False,11.15
76,376515,848469,1218.72,CAD,2024-06-10 15:32:13.135371,False,22.85
77,945168,225295,1543.53,JPY,2024-12-20 13:49:06.551605,False,10.56
78,532741,233335,8838.95,JPY,2023-08-20 09:29:38.943337,False,24.59
79,346901,901983,2531.17,USD,2024-01-24 23:58:11.931473,False,30.17
80,313802,298585,4326.89,GBP,2025-02-08 21:32:40.819536,False,14.03
81,273042,152017,5952.69,JPY,2024-11-14 09:13:07.230042,False,36.72
82,742673,304850,1637.43,EUR,2023-08-30 12:55:01.691669,False,38.88
83,846270,362339,5630.37,EUR,2024-04-26 12:48:48.653845,False,31.97
84,265756,531554,1925.2,EUR,2024-10-05 05:47:40.290725,False,7.83
85,684170,772288,1550.73,EUR,2023-10-20 22:14:52.883540,False,27.27
86,110406,231918,3845.89,GBP,2025-06-13 01:11:58.795824,True,79.29
87,215560,723573,7390.69,EUR,2023-12-01 08:55:53.380893,False,19.07
88,353168,721692,1509.02,EUR,2024-10-11 18:03:53.726103,False,32.67
89,703269,435649,1638.98,GBP,2023-09-14 09:30:19.092779,False,19.91
90,608483,204417,2713.23,EUR,2024-01-27 01:10:03.815578,False,1.05
91,844547,773663,6327.28,CAD,2023-11-10 17:41:46.781365,False,16.11
92,185131,942532,7692.81,GBP,2025-02-02 18:36:45.140731,False,13.74
93,873824,161769,944.69,GBP,2025-07-11 11:30:08.363894,False,4.79
94,531846,357833,2135.88,GBP,2025-05-08 14:02:12.080416,False,6.47
95,278362,920879,1562.9,USD,2024-01-01 22:01:08.719269,False,20.12
96,302361,638021,8904.43,GBP,2024-11-06 04:03:20.993735,False,17.42
97,991109,968810,1276.65,CAD,2025-05-19 22:38:25.087615,False,37.42
98,748756,848469,1459.05,GBP,2024-11-18 22:19:28.591800,False,11.96
99,638021,113126,5802.22,EUR,2023-09-10 08:22:24.572675,False,29.4
100,538136,733490,1560.03,JPY,2024-06-19 07:05:51.826696,False,4.95
101,233335,880473,2728.24,EUR,2024-03-25 18:24:24.162380,False,40.4
102,921341,137895,7820.3,USD,2024-11-10 01:13:59.494663,False,6.44
103,703269,464060,4631.66,USD,2023-09-10 12:45:51.407668,False,3.43
104,304850,142263,3028.58,CAD,2024-11-19 13:08:56.611034,False,47.7
105,493092,298585,9698.97,USD,2023-08-31 11:28:06.028833,False,30.76
106,464362,528226,4125.2,JPY,2023-09-06 11:40:23.963883,False,30.82
107,620456,531846,6648.3,USD,2024-01-10 04:27:10.052383,False,41.52
108,285598,684170,8813.71,USD,2025-04-17 17:45:50.975008,False,15.16
109,413424,350032,1760.55,USD,2025-02-07 01:32:54.112399,False,34.01
110,464362,267355,3022.46,JPY,2024-02-05 07:07:38.490231,False,48.77
111,350032,527742,6471.95,JPY,2023-08-03 12:48:13.734017,False,15.96
112,496323,186222,7774.96,GBP,2024-02-03 04:34:54.905932,False,45.87
113,646843,764417,3988.41,GBP,2025-06-07 16:11:22.166263,False,6.57
114,289311,332057,4328.04,GBP,2024-09-05 02:31:31.999654,False,30.01
115,950421,606263,2529.91,CAD,2023-09-23 21:37:31.557440,False,14.09
116,731612,617300,9209.81,USD,2025-01-06 18:40:49.343615,False,2.11
117,440865,455782,2135.99,GBP,2024-10-28 14:06:31.370646,False,19.28
118,866257,941400,1538.52,GBP,2025-04-06 03:36:30.252910,False,9.96
119,191947,425661,7414.04,JPY,2025-07-11 21:16:22.591585,False,17.47
120,286919,346238,6910.3,JPY,2025-04-05 17:29:43.849478,False,25.88
121,545952,185131,1205.83,JPY,2024-12-03 19:47:10.973695,False,9.65
122,126133,440795,5144.79,JPY,2025-04-27 23:08:52.661829,False,3.19
123,142237,267355,9371.76,CAD,2024-10-22 14:25:04.933314,False,45.52
124,723573,950421,6413.95,EUR,2023-12-28 19:14:40.471411,False,49.58
125,866257,662879,105.47,USD,2024-08-06 06:29:35.709940,False,7.47
126,725418,785346,4410.74,JPY,2024-03-01 16:31:27.404835,False,47.12
127,839473,413424,9292.42,JPY,2024-01-24 11:29:19.177444,False,35.94
128,886180,523106,9133.4,JPY,2023-12-09 18:10:03.568250,False,46.0
129,370507,674253,502.72,EUR,2023-09-14 15:42:45.380769,False,10.76
130,177411,169397,5109.21,JPY,2024-02-20 17:22:24.209198,False,20.55
131,187821,126546,4333.51,GBP,2025-04-27 11:05:52.010215,False,16.44
132,524726,568764,193.68,JPY,2024-08-01 17:07:57.631929,False,21.03
133,627699,342889,3478.08,GBP,2024-08-17 06:55:45.383350,False,6.15
134,120373,149433,950.11,USD,2023-10-16 10:01:04.719700,False,23.32
135,534660,965973,6845.46,USD,2025-06-25 07:17:11.101114,False,43.96
136,454854,767655,5766.32,GBP,2023-10-23 10:42:28.327842,False,41.17
137,289311,127073,4186.62,USD,2025-07-01 01:24:07.964505,False,39.32
138,910932,606263,4139.95,GBP,2023-12-10 12:25:16.880316,False,17.11
139,298585,326547,6211.27,USD,2023-09-01 10:04:25.188044,False,11.08
140,177411,263426,6689.04,CAD,2025-06-13 07:34:00.485023,False,0.34
141,267355,870797,6434.36,USD,2023-08-19 03:08:15.769576,False,18.1
142,958338,991109,1102.32,EUR,2024-02-10 23:58:02.149841,False,30.61
143,368754,496915,3170.04,EUR,2024-11-19 19:17:41.127504,False,38.98
144,267626,626883,1686.93,USD,2024-09-17 13:12:01.839257,True,94.3
145,326547,492493,6837.48,USD,2025-01-12 05:35:21.803150,False,37.44
146,991109,550379,4561.65,CAD,2024-03-13 16:41:12.879982,False,37.85
147,130676,767655,630.87,EUR,2025-01-26 17:43:17.134570,False,0.03
148,142237,388002,1485.0,CAD,2023-09-05 20:08:21.385957,False,34.33
149,346901,700634,29.76,CAD,2023-08-20 16:03:47.807735,False,42.97
150,805775,156059,8809.31,GBP,2024-01-13 21:30:59.392962,False,43.71
151,717805,563052,6371.1,JPY,2025-03-22 10:17:17.713753,False,11.85
152,545952,440795,2297.44,USD,2023-10-17 06:44:38.278344,False,38.96
153,756144,120400,4082.7,USD,2025-01-14 01:54:04.633265,False,6.27
154,326547,842595,3152.64,GBP,2025-06-14 11:58:20.946037,False,29.01
155,702347,882939,1826.65,EUR,2025-07-05 06:29:05.908834,False,33.76
156,623248,376515,5539.08,GBP,2023-10-02 03:16:31.096154,False,48.06
157,309143,435649,2889.07,GBP,2024-01-30 06:08:32.493591,False,33.28
158,984678,859857,3337.25,USD,2023-09-07 12:56:00.335788,False,2.13
159,869221,547239,8949.28,JPY,2025-02-02 18:23:23.037102,False,48.29
160,210200,589266,9897.9,JPY,2024-05-31 12:13:28.462726,False,5.47
161,794486,126546,8929.39,CAD,2024-02-05 19:22:37.234898,False,20.26
162,492904,304850,5990.09,JPY,2025-05-15 17:02:44.110394,False,39.11
163,278072,633917,2542.05,EUR,2024-09-30 21:36:20.138205,False,1.42
164,918605,332762,5565.0,USD,2025-07-08 23:11:01.904263,False,18.49
165,991288,496915,7565.74,JPY,2024-12-05 12:56:19.905353,False,20.39
166,565165,304849,2629.63,EUR,2023-10-16 07:10:08.894823,False,40.64
167,246201,110773,9216.71,GBP,2023-11-03 00:38:41.872816,False,31.58
168,161769,772288,9185.05,EUR,2023-10-21 14:25:03.236157,False,47.28
169,492774,794486,3515.36,JPY,2024-04-16 14:25:15.034356,False,30.33
170,599038,770348,6120.87,CAD,2025-02-22 00:02:10.043497,False,47.62
171,666258,520198,2383.04,EUR,2025-05-27 08:20:46.456427,False,5.56
172,294470,918605,2385.25,GBP,2023-09-04 21:07:57.512712,False,24.59
173,510757,638021,8983.4,GBP,2024-05-20 19:31:46.751768,False,17.9
174,185131,693875,9488.25,CAD,2025-06-13 22:18:52.591800,False,49.27
175,938521,332189,6333.55,EUR,2025-03-01 20:24:13.441161,False,14.02
176,273308,389547,4411.25,USD,2024-02-16 17:48:18.272235,False,35.9
177,267090,553059,1624.7,JPY,2025-05-12 14:00:44.950992,False,28.43
178,503012,748756,2921.11,GBP,2023-11-05 02:09:43.854904,False,37.78
179,813261,923809,8134.37,JPY,2024-03-28 08:39:01.817420,False,12.89
180,812713,310181,5730.87,JPY,2023-12-23 17:50:42.436791,False,5.6
181,332762,924197,1737.57,EUR,2024-06-01 02:58:32.166820,False,41.36
182,957297,539820,5256.33,EUR,2024-08-20 05:30:16.081489,False,33.39
183,423471,301108,1468.86,CAD,2023-09-18 17:43:07.371587,False,21.25
184,186222,823563,3956.71,GBP,2023-12-02 22:31:21.888711,False,12.77
185,771452,362339,8866.46,USD,2024-10-20 23:14:27.148376,False,15.11
186,985037,357833,9426.08,GBP,2025-03-31 17:57:02.718200,False,15.62
187,781546,298585,9708.48,EUR,2023-09-30 07:05:52.229947,False,23.28
188,861689,959182,6764.38,JPY,2025-06-24 17:08:05.951177,False,14.73
189,276171,102106,6617.06,CAD,2024-07-27 01:37:50.520667,False,12.18
190,199234,120373,8163.18,USD,2025-02-12 01:57:08.572327,False,48.93
191,791592,679337,3214.56,GBP,2023-09-08 04:30:43.134733,False,44.65
192,192453,642047,6892.24,JPY,2024-04-13 07:28:16.802039,False,41.77
193,325640,302426,199.92,CAD,2024-06-28 15:21:40.299489,False,20.16
194,145419,185131,9326.35,EUR,2024-09-11 17:21:02.869236,False,6.18
195,596587,223412,6453.14,USD,2025-06-29 08:33:17.090927,False,16.53
196,859253,992416,9527.9,GBP,2024-07-30 08:38:01.719658,False,2.96
197,866450,869221,1550.73,JPY,2025-05-24 09:44:06.334510,False,27.07
198,211282,616728,1867.97,CAD,2025-07-02 22:44:57.353990,False,4.47
199,370507,210200,8436.12,GBP,2025-05-10 04:36:32.632903,False,41.84
200,764417,492904,6364.99,JPY,2024-04-09 02:00:34.454573,False,28.87
201,231918,861689,3053.28,CAD,2025-04-20 22:31:48.570328,False,26.05
202,901983,405344,1029.79,USD,2024-03-12 01:25:58.149071,False,15.89
203,246201,957570,8860.19,JPY,2025-01-02 01:38:38.397466,False,13.17
204,270269,662879,9339.7,JPY,2024-12-17 08:48:15.221460,False,14.44
205,278072,246201,3959.99,CAD,2024-10-09 02:47:55.465071,False,8.35
206,510893,981087,5312.87,GBP,2025-05-14 13:03:28.903105,False,5.82
207,965973,966334,3277.12,CAD,2025-02-26 11:52:04.407260,False,43.46
208,237268,461301,1200.37,CAD,2025-03-12 07:26:11.579494,False,34.48
209,715531,648138,643.84,EUR,2024-06-01 00:13:20.740788,False,23.4
210,112765,431096,9714.81,GBP,2025-05-04 03:34:47.223489,False,14.54
211,120373,243838,2953.53,JPY,2025-01-09 18:21:59.688263,False,27.07
212,607556,176521,3822.52,CAD,2024-03-13 20:52:16.334315,False,27.89
213,357833,646843,5774.3,GBP,2024-05-30 15:14:31.222739,True,73.06
214,768390,912674,6815.87,GBP,2024-01-17 23:01:51.314240,False,18.23
215,215560,481874,9176.81,USD,2025-04-08 14:43:17.820879,False,4.59
216,890309,107171,496.97,USD,2024-04-25 00:35:41.681989,False,16.19
217,707848,437427,7391.97,EUR,2024-04-26 08:39:59.426877,False,23.12
218,919601,631998,1211.57,EUR,2024-05-05 13:50:26.066934,False,32.21
219,912391,512461,4801.79,JPY,2024-09-07 18:48:06.199505,True,95.72
220,423125,848469,4285.43,USD,2024-02-18 10:52:40.886185,False,31.17
221,498067,707848,8201.36,USD,2025-03-16 19:02:35.344925,False,9.55
222,102023,440865,4069.13,JPY,2024-11-27 03:53:19.511873,False,16.25
223,688573,357833,7962.33,JPY,2025-02-24 15:51:16.789402,False,35.28
224,346238,563052,7424.92,USD,2023-09-15 09:13:59.246711,False,37.22
225,142347,408448,415.84,GBP,2024-04-27 10:48:32.265669,False,47.28
226,258311,270269,7663.92,EUR,2023-12-25 22:49:02.417732,False,38.08
227,870797,626883,8779.59,GBP,2023-12-15 14:53:49.781736,False,14.0
228,627699,957297,5073.0,EUR,2024-03-29 12:22:55.829282,False,43.76
229,781581,489801,3173.71,CAD,2025-04-09 22:01:31.031837,False,21.09
230,464366,332057,2351.79,CAD,2024-04-28 04:59:46.551630,False,13.46
231,742673,346636,1944.49,JPY,2023-09-11 11:57:38.152653,False,3.69
232,142537,273148,5102.06,EUR,2025-04-06 07:52:41.645180,False,33.36
233,731213,703269,1019.0,EUR,2025-02-20 13:10:58.406445,False,34.69
234,278450,617300,2696.59,USD,2024-08-30 22:25:17.138375,False,48.97
235,459569,508476,6571.31,GBP,2023-08-30 09:14:19.447220,False,29.57
236,918710,512461,3462.22,CAD,2023-11-16 01:00:54.528398,False,48.46
237,156059,784246,3582.93,EUR,2024-04-13 13:49:59.086101,False,22.34
238,440795,255538,3601.48,EUR,2024-05-25 14:34:31.077997,False,10.55
239,855845,582393,5353.2,CAD,2024-03-02 12:20:09.224264,False,30.18
240,467418,270269,4106.67,CAD,2025-02-06 17:35:45.236461,False,47.24
241,301108,630171,570.69,USD,2025-07-02 16:36:39.400883,False,18.23
242,176588,791592,589.89,USD,2024-06-03 14:30:58.807614,False,29.21
243,960784,289061,6572.97,JPY,2023-11-29 06:13:32.966669,False,40.73
244,959122,440795,9599.1,CAD,2024-06-21 03:33:16.417795,False,5.71
245,423125,992416,9100.07,USD,2023-11-05 04:11:31.709351,False,12.41
246,243838,781385,333.36,JPY,2024-06-30 04:13:59.711870,False,10.62
247,258311,742673,2231.65,CAD,2024-05-21 05:07:49.706934,False,6.15
248,425661,284063,9005.59,CAD,2025-07-13 12:14:37.840734,False,44.52
249,340644,942532,5273.61,EUR,2024-04-09 16:50:09.881811,False,0.48
250,490754,620456,1234.82,USD,2023-10-24 11:49:36.183210,False,20.41
251,370507,487532,6422.29,GBP,2025-06-06 01:21:52.393018,False,11.5
252,327694,360610,4983.24,CAD,2024-12-22 02:44:38.954868,False,31.5
253,381705,842595,9780.28,EUR,2024-12-16 16:42:21.272864,False,45.66
254,662879,246201,8712.22,CAD,2024-03-21 01:38:48.922103,False,31.96
255,440865,310181,3822.78,EUR,2023-12-23 00:35:20.045280,False,46.16
256,733490,742541,3305.65,GBP,2024-12-28 12:46:51.976918,False,15.06
257,802344,304794,8808.12,CAD,2024-02-23 19:54:12.371960,False,28.9
258,239917,623248,9874.49,CAD,2024-10-18 13:24:20.618848,False,37.24
259,510987,215883,9177.66,USD,2023-10-03 23:20:41.061260,False,2.74
260,766398,434764,3272.95,GBP,2024-06-11 03:42:00.950065,False,21.21
261,736402,650695,9182.55,JPY,2024-11-02 12:31:53.265394,False,36.28
262,389547,690831,9432.44,EUR,2024-09-01 09:24:50.462251,False,34.63
263,481010,631998,5705.39,EUR,2024-11-04 18:02:35.686714,True,86.65
264,478894,385804,5547.4,JPY,2024-01-11 17:16:10.929071,False,14.88
265,796365,193195,8048.72,USD,2024-06-23 14:23:23.315815,False,32.54
266,437427,920879,7092.33,USD,2023-09-13 08:35:03.372214,False,19.0
267,724414,623248,93.16,EUR,2023-09-20 23:45:57.138291,False,19.09
268,246651,654523,960.06,EUR,2023-12-25 15:11:35.028081,False,35.72
269,623248,273308,6345.46,JPY,2024-11-11 06:56:59.298815,False,16.51
270,669175,656919,7188.87,JPY,2025-02-26 21:13:21.856848,False,36.16
271,596587,183571,3914.29,GBP,2024-10-06 06:16:59.723222,True,79.34
272,455782,772288,9635.57,USD,2024-04-12 10:08:37.093163,False,12.7
273,363227,191947,5577.38,JPY,2023-08-01 19:35:16.387747,False,45.74
274,231918,503012,7595.7,EUR,2024-12-15 16:13:13.076424,False,46.0
275,102023,912391,8998.48,JPY,2025-04-08 04:09:38.130366,False,35.03
276,326547,251434,4241.52,EUR,2023-08-03 12:25:21.485815,False,19.75
277,860481,957297,1128.99,GBP,2024-10-20 01:58:04.182069,False,9.95
278,332762,957476,852.9,CAD,2024-04-04 00:03:36.481760,False,12.83
279,693875,958338,2840.98,USD,2024-05-22 07:28:11.026513,False,9.93
280,443269,194595,3150.22,JPY,2025-01-12 18:08:17.725117,False,27.76
281,945168,823236,2353.91,GBP,2024-06-07 23:41:22.918509,False,26.78
282,521681,898189,8324.87,JPY,2024-08-31 15:57:00.881284,False,31.68
283,992416,982329,2059.84,GBP,2024-12-14 11:49:42.876813,False,32.26
284,907196,332189,480.14,USD,2024-11-20 07:13:24.905866,False,48.75
285,531554,932942,6645.83,JPY,2024-07-08 19:06:41.371079,False,40.69
286,482841,431096,3784.02,USD,2024-08-22 07:17:02.639213,False,36.04
287,733490,294470,9828.92,CAD,2024-11-09 05:21:44.637044,False,44.63
288,259486,481010,9198.7,GBP,2023-08-06 07:04:19.497055,False,23.27
289,273148,994983,9800.01,JPY,2023-08-13 09:26:52.752977,False,40.61
290,539820,246651,9388.61,CAD,2024-07-01 07:04:39.543675,False,4.23
291,750415,527742,9686.69,EUR,2024-12-24 20:20:05.338911,False,26.22
292,984678,512461,3768.16,EUR,2025-06-20 16:49:08.806708,False,28.96
293,703047,455782,1907.97,JPY,2024-08-14 18:08:45.214920,False,9.06
294,533753,262641,8102.57,GBP,2024-11-30 12:30:06.543654,False,26.5
295,855845,772288,1061.95,EUR,2025-05-29 18:18:28.730535,False,19.83
296,312414,991288,5929.78,JPY,2023-10-08 02:41:33.226726,True,89.15
297,939566,582393,4904.24,CAD,2023-10-28 12:12:15.301366,False,41.21
298,239917,597505,8442.67,USD,2024-07-09 10:05:19.200586,False,11.83
299,608483,409228,7890.79,CAD,2024-09-13 12:49:33.885327,False,41.94
300,869221,627699,4619.01,JPY,2024-03-05 07:25:04.373615,False,0.56
301,882208,981087,7607.66,USD,2024-05-04 11:05:10.315173,False,5.82
302,959182,607556,2900.7,CAD,2025-04-22 06:27:12.123094,False,45.19
303,443269,267355,6961.97,USD,2024-08-18 07:42:30.813058,False,28.17
304,289311,924543,3143.32,EUR,2024-09-17 20:42:35.683547,False,48.09
305,186222,106059,3867.83,GBP,2025-06-04 02:52:42.128107,False,14.14
306,869221,489801,307.38,USD,2024-10-03 21:53:44.247389,False,5.5
307,869221,215883,6598.26,USD,2024-06-28 18:36:42.506405,False,44.76
308,531846,968810,5755.98,JPY,2023-12-04 14:08:54.453220,False,45.87
309,101688,496915,1862.92,JPY,2023-12-13 23:03:23.619463,False,45.57
310,684170,959182,7103.06,JPY,2024-07-30 08:39:26.618366,False,26.8
311,304794,508476,7280.45,JPY,2023-08-29 13:22:05.681257,False,9.11
312,845842,703047,8214.77,JPY,2024-08-02 02:09:29.151027,False,28.22
313,866257,785346,8498.0,USD,2025-04-30 11:06:18.493773,False,15.63
314,431096,191947,7227.23,JPY,2024-05-06 00:35:56.915810,False,45.42
315,245284,510893,1402.01,CAD,2025-03-30 14:02:14.897048,False,47.7
316,920879,126133,7100.79,GBP,2025-01-26 02:21:22.446734,False,30.18
317,531846,582393,6133.71,GBP,2025-03-12 08:09:42.733640,False,42.8
318,489089,960168,177.86,EUR,2024-03-30 05:31:15.221216,False,22.76
319,512461,332189,487.53,JPY,2024-10-14 14:26:38.903981,True,83.19
320,568764,951149,9902.96,USD,2024-11-15 01:23:31.886381,False,42.49
321,959122,435649,5612.38,EUR,2023-10-08 00:28:03.553544,False,5.32
322,646843,631998,205.86,GBP,2023-11-28 16:44:09.046917,False,30.49
323,273308,994983,438.4,USD,2024-11-28 22:48:04.102411,False,46.6
324,357833,359108,5676.7,USD,2025-01-03 18:01:52.436025,False,45.15
325,750586,927372,9404.07,JPY,2023-08-26 02:43:49.408847,False,13.09
326,527742,784246,7430.86,USD,2024-07-15 17:10:05.897053,False,35.67
327,445958,120400,7875.09,JPY,2024-07-11 15:22:49.357983,False,41.91
328,563052,231918,1740.39,USD,2024-06-01 07:39:29.658036,False,43.84
329,385089,192453,3425.37,EUR,2025-02-03 13:36:21.197839,False,16.36
330,911575,487532,5254.16,EUR,2025-07-05 02:03:17.354695,False,42.92
331,397949,831142,5401.95,EUR,2023-08-19 07:48:09.957120,False,6.36
332,310181,620456,2784.12,EUR,2025-06-05 02:14:42.002901,False,38.48
333,389547,882208,6274.03,USD,2025-01-15 01:10:32.618144,False,15.55
334,665978,628668,6543.82,GBP,2024-05-01 12:39:27.335148,False,27.54
335,957476,527742,1915.2,JPY,2024-01-15 07:58:29.113187,False,43.03
336,981087,950421,9154.92,EUR,2024-09-28 10:55:43.360628,False,1.63
337,118675,957297,2123.65,EUR,2024-08-20 23:33:32.058375,False,31.8
338,573360,215714,9882.48,GBP,2025-06-18 22:36:39.175916,False,12.18
339,627694,346636,9605.04,USD,2025-07-07 20:54:47.940385,False,29.09
340,700634,911575,9612.77,GBP,2025-02-14 22:57:33.355790,False,19.01
341,246201,265756,6987.93,JPY,2025-04-28 09:26:25.336329,False,15.74
342,757216,901983,417.92,JPY,2024-12-13 13:56:34.648645,False,2.84
343,994983,738327,690.26,JPY,2025-02-19 20:14:45.748611,False,27.37
344,966334,346636,3946.83,EUR,2024-08-19 23:06:01.599865,False,30.95
345,896180,542389,2809.45,EUR,2024-12-20 03:15:47.293401,False,16.12
346,192141,771452,3588.25,EUR,2024-06-10 10:30:15.170156,False,7.83
347,276171,183720,3688.79,JPY,2025-05-30 06:53:38.822512,False,45.59
348,781209,517213,2324.84,USD,2025-05-25 20:16:51.303340,False,20.03
349,243838,919601,3569.15,JPY,2025-07-24 00:10:21.312802,False,35.22
350,724144,127697,430.81,JPY,2024-01-30 13:11:23.598362,False,2.21
351,258311,270886,5079.54,EUR,2024-01-01 21:49:34.560112,False,17.71
352,127697,251434,1314.34,CAD,2024-10-19 13:01:11.988233,False,10.11
353,276171,664709,4330.71,USD,2024-04-22 07:18:35.269204,False,17.08
354,560657,496323,3118.76,USD,2024-05-12 01:58:41.874806,False,29.19
355,142263,102023,3487.08,CAD,2025-02-10 05:41:39.024127,False,43.38
356,178476,278072,397.22,CAD,2024-12-02 00:22:27.892688,False,1.32
357,142537,531175,341.91,EUR,2025-04-10 18:02:25.952028,False,44.93
358,731612,609870,4991.83,EUR,2025-03-08 12:56:37.276364,False,15.26
359,921884,715531,7051.66,USD,2024-07-19 01:24:06.432698,False,17.25
