device_id,device_type,os,ip_address,browser_fingerprint
139,tablet,iOS,52.0.60.158,ec305ad50559927bf6c020609d7675c9873172a8
140,mobile,Android,58.211.153.33,f10a5efcc6349c764cb9b5f59ffc3a11b7be39de
141,mobile,Windows,179.157.138.116,af5d132540b0371ed69c8dbd5a8b922279a93ee1
142,mobile,macOS,45.33.140.74,8604fa2618c46f431e97ceae179cb395cf39d1d8
143,tablet,Windows,77.88.39.202,c545b5b84846204a0b069849326326688debe713
144,mobile,iOS,26.203.23.29,cf9df371fe9fe9287352c09c4381dc6d418416b6
145,tablet,Android,11.254.230.39,a9d883569cd21d2cf51bf1b176d98afc65f3c244
146,tablet,Linux,193.244.23.182,1875bd5531fc2ee8bc6e0f9f501e7c8e2d5dad4d
147,desktop,iOS,202.56.28.169,46dc05d03487255dc15706f9285430e6315b65e4
148,tablet,macOS,81.93.242.38,b01424bcc1d10d207e1d14c285bdeb3897f7a887
149,mobile,Linux,186.37.31.18,565014dd823793dd488a1e895de221efbfcabd79
150,desktop,Windows,66.174.168.176,ee55c0c241807d139ce77ee4a416ff0dcc392f21
151,desktop,iOS,193.192.50.152,a7716933bd3a0e8328522325504656faf94bc54f
152,mobile,macOS,111.110.231.61,c88eafc92a68049a363c009a51a9585147c6dd16
153,desktop,Android,209.74.16.98,bb7cfe09f108f4001890ad2de1a5523c244850a8
154,tablet,macOS,122.243.51.96,16a2cb5a937a7277b86ca0f3afde3209ac11680e
155,tablet,macOS,152.250.23.247,8026d5b1a5bf2465e0c2397a88f2f1411275cac5
156,mobile,macOS,221.212.0.77,7acf9c863cae65e580ec6ee826bcf0c96de7153b
157,tablet,Linux,14.182.227.3,a3bbb27e19023c6a72d7f55c414efa6e58432ff6
158,mobile,Android,25.188.234.204,46f63777c8c266bca97967d681ad66db0c014170
159,mobile,Linux,118.168.92.90,f3c2b8c63541fd6bea0094bead11fbe5ef5b5d89
160,mobile,Linux,60.165.139.78,7dff8595d3788e3517f2f2c148e0d2b232484c7f
161,mobile,iOS,198.251.130.95,63d60478a344b764280ca89f5f18834bea459052
162,tablet,iOS,197.83.180.57,2eea1d46fc5d7a5fa34478129881d6961cfd6a0f
163,tablet,Linux,180.20.69.98,da48a7dc8be602259bea1ecb39a47316307cac9d
164,mobile,Android,61.126.167.112,b41ca4328d82ec4d6595e0566b29f82b6df67fe5
165,mobile,Windows,77.28.35.0,1a648e10ce3fe09e7a197c85c7cd12d1d230452f
166,desktop,Windows,61.71.13.160,4c39f506feca7a40c5c663097a955ca992d86aae
167,tablet,iOS,71.118.113.184,51bc3de3033d217cd76397aeece74adcf70da1fb
168,tablet,Android,111.163.130.165,7fe06dfa0bd666c98cb3d3ea29322418f657ed51
169,mobile,Linux,209.76.206.39,44dbcaa63550aec174f59ea647128f853f0d516a
170,mobile,iOS,196.188.50.192,fa02869a39a6c7e05c276188d49b9952ca75b9bd
171,mobile,macOS,195.173.106.56,68e5b6754cb91232e1c5188772c958e8221045a5
172,mobile,iOS,145.42.193.123,b6deb626d70178123214e2e48e7087e20cc49297
173,mobile,Android,86.110.237.55,adb3c66ce6372abfdceecc073632312669e6fcd4
174,mobile,Linux,84.102.119.252,ee6cc6acd8256b98de203d80891f62b7542f31e0
175,desktop,macOS,211.41.146.171,b441bf7afa33b03b19f86a291ccb210df4a33a17
176,desktop,Android,133.193.56.81,02010489a4660c726c74d888c3cf790f3e214b81
177,tablet,iOS,4.85.187.45,bce16757067ce2e4b5250ea78b129261e09518a7
178,desktop,Android,206.76.244.245,64fb43e16c0bea5935be17113e1f146aa66b22cb
179,tablet,iOS,113.150.13.180,41918ec646ecaf11cfe61f0a2a00392f290f9dbf
180,mobile,iOS,45.103.190.192,7ab33c395300cea9cf0372b6a433b09133172d1f
181,tablet,macOS,140.30.8.161,1b24c14695a9fcdcc6bec3f14c927f075672de26
182,tablet,Windows,154.96.52.7,31823319e4f711b42ccf7cf0e6c290fbe85ba842
183,mobile,Android,173.75.209.125,7de197fb87db03dada000fdacc73a38101d35c0f
184,desktop,Android,16.159.18.219,a4b975bb08fa2e6514fa43635645c5fd260ab801
185,desktop,Linux,124.87.79.38,91e44b4e8612bfcce248b01de3e7d0624e68ecb0
186,tablet,Android,82.224.207.136,5f2670cfbefa36299dc84c7d04b4449c7c566080
187,tablet,Windows,125.119.62.187,acec0007ed9842676b4da382c5743305a1ccedd9
188,desktop,Linux,66.21.242.175,63f26c2e767d5a9d4a74b72af36eab0da9ebf3bb
189,desktop,Windows,140.159.64.116,62ddd2792e6fc9424ea183b7b9b80b64f510cc9a
190,tablet,macOS,137.70.145.108,72807e05a003748791a65c4364093daff8a652da
191,tablet,iOS,89.79.75.116,aaf150a670afdffb58a6027c3ed781c3ef34b1e9
192,desktop,Windows,218.27.92.7,9809de1deb401ee6873ffa32dee21ca60185aa9d
193,desktop,Windows,79.123.217.111,351d302835af5645cfbced9a026a7376370c5629
194,mobile,iOS,43.123.84.146,20a6f2349ed48230e9b1390627eec2c5f569135a
195,mobile,Android,107.196.67.154,0d5d561cf62eadd1799baf580763345a4c6a67e2
196,tablet,macOS,133.254.190.232,98c4fcd2406ad49398b9e1582554b45a0550a6c2
197,tablet,macOS,23.105.194.105,d4268003ce7a39100fc048395685b2fca4859fa7
198,mobile,Windows,13.90.123.27,1932a0e18fb1d184b34fe30ee0945b53528e051d
199,tablet,macOS,220.56.5.233,af2313fd4d58c6f87b24f21869bd8c7b1570ac98
200,desktop,Windows,16.1.88.16,89d73fde8eb3169077b9fda5a2c226df3ccc1c20
201,desktop,Linux,154.42.184.148,54909c1d88dddd4a1221a16dc82442ae15412fb6
202,mobile,Linux,219.7.63.74,e7c70a18a84cfd2d59fd6237ddb2bc553c14df29
203,tablet,Windows,160.236.23.138,071398ed32f67a3574ea3a625b4c5c48d770ab3f
204,tablet,Windows,209.128.169.10,9b31fbfca13bdafff7760f8463689a9381267c98
205,mobile,Linux,38.83.51.187,5e32605e46b9f4ba76f04e61962b9347e041674b
206,mobile,macOS,112.142.90.248,67604d138cc64c5c346a4051712679204bc31fb1
207,mobile,Linux,183.142.61.247,ba4e93fd05444e7321b51f03594ff6e8be90ccb1
208,tablet,iOS,148.72.31.231,c000b802bc5f284d82e2be816d26b5b5b03acb6b
209,tablet,iOS,69.42.213.45,b5eae24d8c7c20634fd439f17624a4e7e256e625
210,mobile,Android,84.143.39.189,7b82fc2ce91279cab0a033d59efe13b671e11998
211,tablet,Linux,14.118.119.51,fd857bc1c763e816d744ae72ba7e43a567aff43c
212,tablet,Linux,27.125.59.35,4b4d03b9a8027f2c8f46b8caa1acbcf4a96582aa
213,tablet,Windows,136.113.247.247,3b3693705166b32a5d1d8bfa0ab584ccfdce83d8
214,mobile,Android,26.236.65.217,c1fb9285fffd2d2afe676cfaefb1434e0f63dd76
215,tablet,Linux,85.229.193.43,9b64f7ca3687ebc110d64f77849b9d4fff63042f
216,mobile,iOS,90.15.57.167,25581b88f7ebacdd80d8a0ab7a10d4de7510f91d
217,tablet,macOS,150.208.211.128,f75c70d78561e2b3069ba5daa9278605a7d1f11b
218,mobile,iOS,30.226.13.162,737f76e30c411cef2f3732bb08bd23089eba88cb
219,tablet,iOS,112.53.16.154,bf31789fcf09200da851bcef9a01939f8e8b45a9
220,tablet,Linux,142.19.6.211,562124e74b2edc1c98da9f66bd2915327c1161db
221,mobile,macOS,178.111.110.166,da04be46b232099b5953486d94304f7a9dfd9105
222,mobile,Windows,113.111.181.136,9ef4debc82e27deefa0e086322a8ee6197b9607d
223,tablet,Windows,154.171.117.123,0b19d4b63ad3cfcb0154117902f2650382c8232e
224,desktop,macOS,196.246.42.225,d453e73895cd46a833595a7385e8819ac9cd6b6e
225,mobile,Windows,217.163.84.15,2a7c101ef177a06f254648a3799a23dc58a1e78e
226,mobile,Linux,196.110.83.45,400dbf6be7dd2090c89aa558e878cbe2db8a0ea9
227,desktop,Android,67.191.186.183,6bee681c5d8266a07d405418c64cd751f74fa941
228,tablet,Windows,73.247.31.103,068aad3e31b306d382b4cd45f10a81706806a651
229,tablet,Android,131.87.96.91,480db9f538ea552fc34622caf7022276a4284052
230,tablet,iOS,167.168.230.246,cbb5f138d1db30ab356b723f614d53978f96ce40
231,desktop,Linux,91.198.30.1,651428daab533b944c92b0e8305e77d464d5f013
232,tablet,Windows,104.162.64.118,8f2599e11198b5b337aef85d4acfb592d532d7d5
233,mobile,Linux,102.22.169.139,07aa0b11dc2617a567fe9a1925760429d6aafdc2
234,mobile,Windows,101.34.105.213,6ba4c3fbacb8cda23617f9593a3ddd5190601cd0
235,desktop,Windows,202.2.91.15,db6e45d8c93c070a99ad0c197a157b6723c22e59
236,mobile,Linux,103.232.246.181,e4b6e1b27eba0fd7b94b84962eb9999f519689d7
237,tablet,macOS,128.152.6.124,27fd1fa84300fb84097fb9030734cd0cdd97831f
238,desktop,Linux,153.159.191.37,579086b86cad21d820088acb028fc40c3217cad3
239,desktop,iOS,124.22.223.134,a1ba0223e1cf102593c552e0a1744de436ea008d
240,tablet,Windows,190.15.25.62,3025cebeb17fbfcb61b3f609b254af3dcc443005
241,tablet,macOS,139.45.223.91,03c24877e4423fd9166a82037f63949e1dea5a93
242,mobile,Android,22.86.154.141,97c67c1b5392ebff83652d80a0ff613d8c99fc0a
243,desktop,Windows,93.184.165.49,79cc558bf2055c367e1074a8375c173f5ffc7fc2
244,desktop,Windows,88.187.65.91,1ca9efe1560b07e3d7899e884ea2932a8fac9932
245,tablet,Windows,168.203.209.91,7d0b6e72f71611545a611f97f9e114d6cd8140d8
246,tablet,Android,99.98.67.21,89607bb1a193f73bd955ca6a0fa4203ab086c8db
247,desktop,Android,58.107.89.151,a26a998bd50bd51a363177834d1ba21294e4394b
248,tablet,Windows,4.246.141.94,ee660fcca94023824cf20d34cfa95e539fcd4f40
249,tablet,Linux,207.83.120.84,e6c69258e1fd0d3474db3792af5853c215f1aa0d
250,desktop,Windows,170.89.255.198,51bc0f5fa4135aeb568bd5703d2c4f992ffb195a
251,desktop,Windows,32.150.213.237,1df0f3b9d55dbfd667a7a7ef860b94abcbf18de5
252,mobile,Linux,191.102.170.173,51b070355072439da961583e4701130d156b2cfb
253,desktop,Linux,56.247.242.184,7025c8499d3aa0dafd8692c421729a1476ac8c04
254,desktop,Linux,159.191.22.195,ac73b0d411d6eb0460839ff885235d512fafa353
255,desktop,Linux,62.129.164.232,2c9de53081620d3e72db573b664a558e8006248e
256,mobile,macOS,11.232.106.138,f7b14a561a20e3fa3db4418ff2e7e72b309157ee
257,desktop,Linux,87.53.66.104,ea7b12f36f07cf55842a235f79cffef0ca212431
258,desktop,macOS,115.246.237.62,76d47fe22fe72705e1fc920e70fb59d73da7db04
259,mobile,Android,48.58.155.11,50e5b2c3bd0827975a7d31466768a1a731ab20d8
260,tablet,Windows,24.227.167.200,3b8d7ba03ca62fa5a38321e30d2830da2f81d22a
261,mobile,iOS,126.12.152.31,32b950da43db1dc74bbeabdcf929e0e879bce4df
262,desktop,iOS,119.245.136.83,d0b6a51700fdcb8470959cbbae6cb1236bed4f55
263,desktop,iOS,103.250.225.206,13e131f6d9e14b146c45b6924938cd10e9e3906f
264,tablet,iOS,223.255.218.111,512c267aeb524d61d09319fceb068d4c28140547
265,mobile,Windows,94.48.43.191,8a3a5b031981084d2e6ad6479a3b0d6c76133132
266,mobile,Windows,208.144.90.246,3abcba255970351f6ec69b6a863a3e6e49a12789
267,mobile,Android,134.112.140.223,f33d33a8ff6d2e384adb700d644e3658698dc59b
268,tablet,Windows,142.154.89.24,2d4b1b49e227da5cd07e59c393802e3b33551646
269,tablet,macOS,143.116.129.198,5afb91ec82fe10737a723aa2a2cd498de180b9c2
270,mobile,macOS,108.222.47.132,7ea25884a6c857880cc57596fa978390d9b3177c
271,mobile,iOS,162.68.140.35,900b0161f3de8fc1cef8aed66c5a8fe7be6138d8
272,tablet,iOS,141.178.95.5,fd2dfb79afefbe7b9fc775a6b4bc880e97049983
273,desktop,Linux,123.172.139.196,432b086dc850c5d9e136497da9dec034430782c1
274,mobile,Linux,41.109.181.105,9440e46fd108718fcdf034fc2b3f46fd73a7e6d1
275,tablet,Windows,142.126.96.237,3718292a953319b9f631ea83042ebb9118ac0062
276,mobile,iOS,7.85.179.106,61baf4b679daad6a38b9b01b9a044a5b7b145136
277,desktop,macOS,102.40.199.219,d495dffe1550c523f18825bc763f775e5f3dcb3d
278,mobile,macOS,10.44.181.171,2c21d5561ed1594fcd019df9384e69320a9e5ba0
279,tablet,macOS,219.133.125.210,255eb7ce9d5ab0029748cff390039714b70ac0e7
280,tablet,Windows,115.128.211.11,e640c120d99261834294fca0d74d3bf0ae9f5e3d
281,tablet,Android,168.9.85.30,eb72652c7c67075ad29559f345cef74bc02c669a
282,tablet,Windows,9.51.223.110,ca1ee416f26b9912364d862cbd3e44be4c19695c
283,tablet,macOS,22.240.189.141,483fb34963868fe60e54271c9d8d09a1a6592cba
284,desktop,Linux,88.62.204.190,dd46cecfc9374182685d6e81abe1f7b5c90a575f
285,tablet,Android,55.250.189.42,855dc5f45f90e593d986d802b7704a5ae3bf9fec
286,desktop,macOS,24.85.146.13,97922aa027440ae38f53a50ca1a646ba5a2dbaca
287,desktop,iOS,126.148.208.180,931a56918299eca3478380c133884deae2f203cb
288,tablet,Android,168.173.170.37,7d5ff46338191377100ef61a893a8d768331f656
289,mobile,macOS,128.60.84.101,725e9072596af53cc9d69ce575d5f0a3fb1b0837
290,desktop,iOS,176.27.32.213,b0706f05caeaaf4727bd05d8b8e973a0156fc23c
291,desktop,Linux,39.246.246.254,0683441943ea2c08be28c59181410e7425af8964
292,tablet,Android,54.170.78.201,db2346426ab9ed7f4353afb3f37accae1b5c9d95
293,tablet,macOS,223.243.76.127,c6af5290e48834a6c3fda7318222372accd315a4
294,mobile,Windows,187.182.183.199,4373c632f15879f0e16c49c0ac144b690983354e
295,desktop,macOS,2.159.200.43,2dc5bf22b9e272aee09e43fff1a25cd1684c65ca
296,desktop,Windows,110.81.117.248,f76c3047de48ba9f29e90940930e948e023fd057
297,desktop,Android,134.201.37.249,998abf774e8d7763bc2059cf087cf022fc910bc3
298,desktop,iOS,199.71.180.222,0cb62a9fd0a9ef599acbaf3e2f27d512676d8c78
299,tablet,iOS,214.108.244.20,220f817a3e47243ae9584896feb29f491b1c4bd3
300,desktop,macOS,61.194.233.133,96f8b2e571df9a0cbb9125631ebffab10491f57a
301,tablet,iOS,144.134.57.92,66f2e86879740143664ae2c347d0ed78434a7ea4
302,tablet,iOS,112.251.235.114,467b01f0941734e55a0e48564f927103180d308f
303,tablet,Linux,11.168.211.14,5ba571485a1468e007cabadc018737d9d26a4980
304,tablet,Linux,149.105.172.115,8f1d66529ee11cbf5a3f69fb7d577bfbad410e14
305,tablet,Android,173.154.178.162,2694b88952c7abf6a37af85ef94704e64f552150
306,desktop,macOS,31.238.117.34,001a30973682401c517769b675f58538b931c96d
307,desktop,Android,123.39.153.250,df057c25a28715effc5a8d264162a682bc2ac5c7
308,desktop,iOS,59.207.210.125,50dcf021a941b5e40423b07f0912386273bd67d4
309,desktop,iOS,68.134.2.77,c9b42be874617812b9140acc0f5c6133094d2a8d
310,tablet,iOS,22.161.76.16,fbab9a4b830d2a504590f66a8bba76f30c7b0971
311,mobile,Linux,148.238.45.159,de3d557802c22216405317e4b6938de6e700a26e
312,desktop,Android,193.72.227.173,083e7555824c04e0339a737632aa06cad789113f
